순번,개인법인구분_공통,가중치_공통,(쿼터)업종_공통,(쿼터)종사자_공통,(쿼터)지역_공통,(쿼터)기업성장단계_공통,(쿼터)업력_공통,업력_공통,지역_공통,업종_공통,제조업여부_공통,A14_벤처확인유형_공통,A15_회사주소_시도_공통,A15_회사주소_구군_공통,A16_KSIC코드_공통,A161_1단계업종분류_대_공통,A162_2단계업종분류_중_공통,A163_3단계업종분류_소_공통,A21_창업년도_공통,A22_기업성장단계_공통,A23_제조및비제조_공통,A23_2_아웃소싱_공통,A24_스마티공장도입의향_법인,A25_상장여부_법인,A25_상장년도_법인,A25_상장거래소_법인,B11_대표이사_창업자여부_법인,B12_대표이사_성별_법인,B13_대표이사_연령_법인,B14_대표이사_최종학력_법인,B141_대표이사_전공_법인,B141_대표이사_전공_기타_법인,B15_대표이사_이전근무지_법인,B15_대표이사_이전근무지_기타_법인,B16_대표이사_업무경력분야2_0_법인,B16_대표이사_업무경력분야2_1_법인,B16_대표이사_업무경력분야2_2_법인,B16_대표이사_업무경력분야2_3_법인,B16_대표이사_업무경력분야2_4_법인,B16_대표이사_업무경력분야2_5_법인,B16_대표이사_업무경력분야2_6_법인,B16_대표이사_업무경력분야2_7_법인,B16_대표이사_업무경력분야2_기타_법인,B21_창업자_성별_공통,B22_창업주_창업시연령_공통,B23_창업주_창업시최종학력_공통,B231_창업주_창업시전공_공통,B231_창업주_창업시전공_기타_공통,B24_창업주_이전근무지_공통,B24_창업주_이전근무지_기타_공통,B25_창업주_업무경력분야_0_공통,B25_창업주_업무경력분야_1_공통,B25_창업주_업무경력분야_2_공통,B25_창업주_업무경력분야_3_공통,B25_창업주_업무경력분야_4_공통,B25_창업주_업무경력분야_5_공통,B25_창업주_업무경력분야_6_공통,B25_창업주_업무경력분야_7_공통,B25_창업주_업무경력분야_기타_공통,B261_창업방식형태_공통,B262_창업형태_단독공동_법인,B262_2_멤버수_법인,B2631_창업방식_창업자주요역할_0_공통,B2631_창업방식_창업자주요역할_1_공통,B2631_창업방식_창업자주요역할_2_공통,B2631_창업방식_창업자주요역할_3_공통,B2631_창업방식_창업자주요역할_4_공통,B2631_창업방식_창업자주요역할_기타_공통,B2632_창업방식_공동창업자주요역할_0_법인,B2632_창업방식_공동창업자주요역할_1_법인,B2632_창업방식_공동창업자주요역할_2_법인,B2632_창업방식_공동창업자주요역할_3_법인,B2632_창업방식_공동창업자주요역할_4_법인,B2632_창업방식_공동창업자주요역할_기타_법인,B27_창업시목표시장_법인,B28_창업시관련분야실무경험년수_공통,B29_창업주과거창업경험여부_공통,B291_창업경험및결과_성공_공통,B291_창업경험및결과_실패_공통,B291_창업경험및결과_합계_공통,C11_2017년기준_정규직_남_공통,C11_2017년기준_정규직_여_공통,C11_2017년기준_정규직_합계_공통,C11_2018년기준_정규직_남_공통,C11_2018년기준_정규직_여_공통,C11_2018년기준_정규직_합계_공통,C12_2017년기준_비정규직_남_공통,C12_2017년기준_비정규직_여_공통,C12_2017년기준_비정규직_합계_공통,C12_2018년기준_비정규직_남_공통,C12_2018년기준_비정규직_여_공통,C12_2018년기준_비정규직_합계_공통,C13_2017년기준_총종사자_남_공통,C13_2017년기준_총종사자_여_공통,C13_2017년기준_총종사자_합계_공통,C13_2018년기준_총종사자_남_공통,C13_2018년기준_총종사자_여_공통,C13_2018년기준_총종사자_합계_공통,C2_총종사자수_관리_공통,C2_총종사자수_생산_공통,C2_총종사자수_영업_공통,C2_총종사자수_연구개발(RnD)_공통,C2_총종사자수_기타_공통,C2_총종사자수_합계_공통,C3_학력별인력구성비_고졸이하_법인,C3_학력별인력구성비_전문대졸_법인,C3_학력별인력구성비_대졸_법인,C3_학력별인력구성비_석사_법인,C3_학력별인력구성비_박사_법인,C4_예상신규채용_신규채용의사_공통,C4_예상신규채용_2019년하반기_채용인원_공통,C4_예상신규채용_2020년_채용인원_공통,C4_예상신규채용_채용인원합계_공통,C41_신규채용희망학력_고졸이하_법인,C41_신규채용희망학력_전문대졸_법인,C41_신규채용희망학력_대졸_법인,C41_신규채용희망학력_석사_법인,C41_신규채용희망학력_박사_법인,C41_신규채용희망학력_합계_법인,C42_신규채용계획없는주요이유_법인,C42_신규채용계획없는주요이유_기타_사유_법인,C51_구인하기어려운직무_1순위_법인,C51_구인하기어려운직무_2순위_법인,C51_구인하기어려운직무_기타_법인,C52_구인하기어려운직급_1순위_법인,C52_구인하기어려운직급_2순위_법인,D1_지분_창업자_법인,D1_지분_임직원_법인,D1_지분_가족_법인,D1_지분_벤처캐피털_법인,D1_지분_엔젤및엑셀러레이터_법인,D1_지분_개인투자자_법인,D1_지분_합계_법인,D21_재무상태표_2017년_자산총계_공통,D21_재무상태표_2018년_자산총계_공통,D22_재무상태표_2017년_부채총계_공통,D22_재무상태표_2018년_부채총계_공통,D23_재무상태표_2017년_자본총계_공통,D23_재무상태표_2018년_자본총계_공통,D31_2017년_매출액_공통,D31_2018년_매출액_공통,D32_2017년_영업이익_공통,D32_2018년_영업이익_공통,D33_2017년_금융비용_공통,D33_2018년_금융비용_공통,D34_2017년_당기순이익_공통,D34_2018년_당기순이익_공통,D4_매출_대기업(B2B)_공통,D4_매출_12차벤더(B2B)_공통,D4_매출_중소기업(B2B)_공통,D4_매출(B2C)_공통,D4_매출(B2G)_공통,D4_매출_글로벌_공통,D4_매출_합계_공통,D51_연구개발(RnD)_경험여부_공통,D51_연구개발(RnD)_2018년총금액_공통,D52_융자_경험여부_공통,D52_융자_2018년총금액_공통,D53_보증서지원_경험여부_공통,D53_보증서지원_2018년총금액_공통,D54_기타지원_경험여부_공통,D54_기타지원_2018년총금액_공통,D55_합계_2018년총금액_공통,D5_개인사업자_향후법인전환의사여부_개인,D6_신규자금조달규모_법인,D6_신규자금조달_기업공개(IPO)_법인,D6_신규자금조달_캐피탈_법인,D6_신규자금조달_회사채_법인,D6_신규자금조달_정부지원금_법인,D6_신규자금조달_은행_법인,D6_신규자금조달_기타_법인,D6_신규자금조달_합계_법인,D7_투자액_국내설비_법인,D7_투자액_연구개발(RnD)_법인,D7_투자액_해외_법인,D7_투자액_기타_법인,D7_투자액_합계_법인,D8_스톡옵션상황_법인,D81_스톡옵션_실시주요목적_법인,D82_스톡옵션_활용안하는이유_법인,E1_공통_4차산업혁명과관계여부_공통,E11_분야별주력제품관련성_0_공통,E11_분야별주력제품관련성_1_공통,E11_분야별주력제품관련성_2_공통,E21_등록보유_특허권_공통,E21_등록보유_실용신안권_공통,E21_등록보유_디자인권_공통,E21_등록보유_상표권_공통,E21_등록보유_해외산업재산권_공통,E21_등록보유_합계_공통,E22_출원중_특허권_공통,E22_출원중_실용신안권_공통,E22_출원중_디자인권_공통,E22_출원중_상표권_공통,E22_출원중_해외산업재산권_공통,E22_출원중_합계_공통,E3_획득중인해외특허_0_법인,E3_획득중인해외특허_1_법인,E3_획득중인해외특허_2_법인,E4_제품및서비스구조_법인,E5_세계유일의기술보유여부_법인,E61_기술력수준비교_세계_법인,E62_기술력수준비교_국내_법인,E7_연구개발관련전담부서보유여부_법인,F11_개발역량_법인,F12_제조역량_법인,F13_마케팅역량_법인,F21_경쟁전략초점정도_원가우위수준_법인,F22_경쟁전략초점정도_고부가가치화수준_법인,F31_비즈니스모델혁신정도_명확한정리_법인,F32_비즈니스모델혁신정도_혁신_법인,F4_장기적성장전망성_법인,G1_자체브랜드보유여부_공통,G11_자체브랜드보유개수_공통,G2_영업및마케팅방식_0_공통,G2_영업및마케팅방식_기타_공통,G31_국내시장점유율_법인,G32_글로벌시장점유율_법인,G4_글로벌사업방식_법인,G41_해외지사설치여부_법인,G51_글로벌시장진출지역_0_법인,G51_글로벌시장진출지역_1_법인,G51_글로벌시장진출지역_2_법인,G51_글로벌시장진출지역_3_법인,G51_글로벌시장진출지역_4_법인,G51_글로벌시장진출지역_5_법인,G51_글로벌시장진출지역_6_법인,G51_글로벌시장진출지역_기타_법인,G52_직-간접수출지역_0_법인,G52_직-간접수출지역_1_법인,G52_직-간접수출지역_2_법인,G52_직-간접수출지역_3_법인,G52_직-간접수출지역_4_법인,G52_직-간접수출지역_5_법인,G52_직-간접수출지역_6_법인,G52_직-간접수출지역_기타_법인,G6_해외수출시애로사항_1순위_법인,G6_해외수출시애로사항_2순위_법인,G6_해외수출시애로사항_기타_법인,H1_선호협력기관_메인파트너_1순위_공통,H1_선호협력기관_메인파트너_2순위_공통,H11_협력활동유형_공통,H11_협렵활동도움정도_공통,H11_협력활동유형_기타_공통,H12_협력활동유형_공통,H12_협렵활동도움정도_공통,H12_협력활동유형_기타_공통,H13_협력활동유형_공통,H13_협렵활동도움정도_공통,H13_협력활동유형_기타_공통,H14_협력활동유형_공통,H14_협렵활동도움정도_공통,H14_협력활동유형_기타_공통,H15_협력활동유형_공통,H15_협렵활동도움정도_공통,H15_협력활동유형_기타_공통,H21_협력의사_공통,H21_협력희망분야_공통,H21_협력희망분야_기타_공통,H22_협력의사_공통,H22_협력희망분야_공통,H22_협력희망분야_기타_공통,H23_협력의사_공통,H23_협력희망분야_공통,H23_협력희망분야_기타_공통,H24_협력의사_공통,H24_협력희망분야_공통,H24_협력희망분야_기타_공통,H25_협력의사_공통,H25_협력희망분야_공통,H25_협력희망분야_기타_공통,I1_크라우드펀딩받은경험_법인,I2_엔젤투자자투자받은경험_법인,I3_밴처캐피탈투자받은경험_법인,I31_투자한벤처캐피탈역할_법인,I321_도움여부_법인,I321_도움정도_법인,I322_도움여부_법인,I322_도움정도_법인,I323_도움여부_법인,I323_도움정도_법인,I324_도움여부_법인,I324_도움정도_법인,I325_도움여부_법인,I325_도움정도_법인,I326_도움여부_법인,I326_도움정도_법인,I327_도움여부_법인,I327_도움정도_법인,I4_인수합병의향_법인,I5_인수합병응할의향_법인,I6_인수합병(MnA)환경개선을위해필요한것_1순위_법인,I6_인수합병(MnA)환경개선을위해필요한것_2순위_법인,J11_납품단가_법인,J11_단가변동폭_법인,J12_납품단가_법인,J12_단가변동폭_법인,J13_납품단가_법인,J13_단가변동폭_법인,J14_납품단가_법인,J14_단가변동폭_법인,J21_현재이익률_법인,J21_희망적정이익률_법인,J22_현재이익률_법인,J22_희망적정이익률_법인,J23_현재이익률_법인,J23_희망적정이익률_법인,J24_현재이익률_법인,J24_희망적정이익률_법인,J31_불공정거래경험여부_법인,J31_불공정거래심각성정도_법인,J32_불공정거래경험여부_법인,J32_불공정거래심각성정도_법인,J33_불공정거래경험여부_법인,J33_불공정거래심각성정도_법인,J34_불공정거래경험여부_법인,J34_불공정거래심각성정도_법인,J4_기업간거래시주요애로사항_1순위_법인,J4_기업간거래시주요애로사항_2순위_법인,K11_기술개발촉진효과_공통,K12_기업이미지제고등광고효과_공통,K13_세제혜택효과_공통,K14_우수인력확보에유리_공통,K15_입지선정시유리_공통,K16_자금조달및투자유인효과_공통,K17_정부지원제도참여에유리_공통,K18_창업관련규제완화효과_공통,K21_인수합병(MnA)활성화를위한제도개선_공통,K22_벤처관련규제완화_공통,K23_창업및기업가적능력개발을위한교육_공통,K24_기업가정신을고취하는사회분위기_공통,K25_벤처투자활성화_법인_공통,K31_실천하고있는사회적책임_0_법인,K31_실천하고있는사회적책임_1_법인,K31_실천하고있는사회적책임_기타_법인,K32_향후사회적책임실천할계획여부_법인,K41_신기술개발애로_공통,K42_개발된기술의사업화애로_공통,K43_국내판로개척애로_공통,K44_해외시장개척애로_공통,K45_필요인력의확보및유지관리애로_공통,K46_자금조달_운용등자금관리애로_공통,K47_기술유출_디자인및상표도용애로_공통,K48_업계내의과당경쟁및덤핑애로_공통,K49_법률회계세무관련지식부족애로_공통,K410_조직관리애로_공통,K411_환율변동애로_공통,K412_특허분쟁애로_공통,K413_각종규제애로_공통,K414_산-학-연간협력활동애로_공통,K415_불공정한시장질서애로_공통
140,법인,3.294,7,5,1,4,3,17,31,58222,2,2,경기,안양시 동안구,J58222,J,58,582,2002,4,4,,2,4,,,1,,,,,,,,,,,,,,,,,1,3,3,1,,6,,5,,,,,,,,,3,1,,1,,,,,,,,,,,,1,3,2,,,,76,58,134,78,59,137,4,9,13,4,9,13,80,67,147,82,68,150,16,10,0,109,15,150,10,15,65,10,0,1,3,0,3,0,0,3,0,0,3,,,3,5,,2,1,62,17,0,0,6,14,100,21324,17604,17523,13514,3800,4090,27063,31284,933,670,228,243,628,290,67,0,0,0,33,0,100,2,,1,240,1,180,2,,420,,1050,0,0,0,40,60,0,100,0,411,0,0,411,4,,1,1,11,13,15,2,0,0,0,0,2,0,0,0,0,0,0,3,,,3,2,3,2,2,3,3,3,4,3,4,3,4,2,,3,,10,0,4,,,,,,,,,,,,,,,,,,5,7,,2,,,,,3,4,,,,,,,,,,,2,,,1,11,,2,,,2,,,2,,,2,1,2,,,,,,,,,,,,,,,,2,2,3,2,2,,,,,,,,15,20,,,,,,,,,,,,,,,7,4,4,4,3,3,3,4,3,3,3,3,4,4,3,5,,,2,4,3,4,3,4,4,3,3,4,4,3,3,3,3,4
141,법인,8.379,7,4,1,4,3,17,11,47911,2,2,서울,영등포구,G47911,G,47,479,2002,4,4,,2,4,,,2,1,63,3,3,,6,,3,,,,,,,,,1,2,1,3,,5,,3,4,,,,,,,,1,1,,2,,,,,,,,,,,,1,6,1,2,0,2,39,11,50,39,11,50,0,0,0,0,0,0,39,11,50,39,11,50,0,10,0,0,40,50,0,10,66,14,10,1,2,0,2,1,0,1,0,0,2,,,5,3,,2,1,0,100,0,0,0,0,100,11448,5902,5742,4663,5706,1239,12994,21829,1147,1936,55,51,1193,1467,0,0,0,90,0,10,100,2,,2,,1,620,2,,620,,620,0,0,0,100,0,0,100,0,0,0,0,0,4,,2,1,11,13,15,8,0,0,0,1,9,0,0,0,0,0,0,1,,,3,2,2,2,5,4,4,3,4,4,4,4,4,1,3,4,,3,20,1,1,1,,,,,,,,1,,,,,,,,3,5,,1,,9,4,,,,,,,,,,,,,,1,3,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,4,,,,,,,2,,,,,,,,20,30,,,,,,,,,8,7,4,4,3,4,4,3,4,3,3,4,4,4,3,5,,,1,3,4,4,3,4,3,3,4,3,3,4,3,3,3,4
142,법인,3.294,7,5,1,3,3,16,31,58221,2,2,경기,성남시 분당구,J58221,J,58,582,2003,3,4,,2,4,,,1,,,,,,,,,,,,,,,,,1,3,3,1,,10,모름,5,,,,,,,,,1,1,,1,,,,,,,,,,,,1,0,2,,,,200,80,280,200,80,280,5,10,15,5,10,15,205,90,295,205,90,295,28,15,233,0,19,295,18,24,52,5,1,1,6,0,6,0,0,6,0,0,6,,,3,4,,2,1,35,32,0,0,6,27,100,12224,19484,6336,10059,5887,9426,48505,51101,958,1097,63,22,1027,1182,60,6,3,0,30,1,100,2,,1,490,1,1731,2,,2221,,4442,0,40,0,50,10,0,100,0,597,0,0,597,4,,1,1,11,13,15,3,0,0,0,0,3,0,0,0,0,0,0,3,,,3,2,3,2,2,3,3,4,3,3,3,4,4,2,,3,,2,0,1,1,5,,,,,,,,5,3,,,,,,,3,5,,1,,3,4,,,,,,,,,,,,,,1,3,,2,,,2,,,2,,,2,,,2,1,2,,,,,,,,,,,,,,,,2,2,3,4,2,,2,,2,,2,,12,20,12,20,12,20,12,20,,,,,1,4,,,3,6,3,3,4,4,3,3,4,4,3,3,4,4,3,4,,,2,3,3,4,3,3,4,3,3,4,4,4,3,3,3,3
143,법인,5.44,8,4,1,2,3,16,11,62021,2,2,서울,구로구,J62021,J,62,620,2003,2,2,10,2,4,,,1,,,,,,,,,,,,,,,,,1,2,3,4,,6,,1,,,,,,,,,3,1,,4,,,,,,,,,,,,3,4,2,,,,22,28,50,23,28,51,10,9,19,12,11,23,32,37,69,35,39,74,15,13,6,34,6,74,0,5,90,5,0,2,,,,,,,,,,4,,6,5,,3,2,33,0,0,0,30,37,100,15899,17127,11393,11628,4506,5499,25444,28123,1056,1228,234,276,926,994,70,0,30,0,0,0,100,2,,2,,2,,2,,,,40,0,0,0,0,100,0,100,0,847,0,0,847,3,3,,2,,,,4,0,0,0,0,4,0,0,0,0,0,0,3,,,1,2,4,3,3,4,4,4,3,3,3,3,3,2,,3,,15,0,4,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,1,2,,,,,,,,,,,,,,,,2,2,1,3,2,,,,2,,,,3,5,,,5,10,,,,,,,,,,,3,6,3,3,3,3,3,3,4,3,3,3,3,3,3,7,,,2,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3
144,법인,21.833,8,2,1,3,3,15,11,59114,2,3,서울,마포구,J59114,J,59,591,2004,3,4,,2,1,2019,3,1,,,,,,,,,,,,,,,,,1,3,2,3,,5,,4,,,,,,,,,3,1,,3,,,,,,,,,,,,3,12,2,,,,14,8,22,14,8,22,0,0,0,0,0,0,14,8,22,14,8,22,0,2,10,7,3,22,0,0,100,0,0,2,,,,,,,,,,3,,4,1,,2,1,0,16,0,0,52,32,100,14340,19457,3806,6671,10534,12785,20124,46446,-2726,1185,14,53,-2448,2320,85,0,10,0,0,5,100,2,,2,,2,,2,,,,1050,0,0,0,0,100,0,100,0,3431,0,0,3431,3,2,,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,2,3,3,5,4,3,4,3,4,4,4,4,1,3,3,,8,5,1,2,,,,,,,,,5,1,2,,,,,,2,5,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,1,2,,,,,,,,,,,,,,,,1,2,4,1,2,,,,2,,2,,20,35,,,20,35,20,35,,,,,,,,,12,3,4,4,3,4,4,3,4,3,3,3,4,4,3,5,3,,2,3,3,4,3,3,4,3,3,3,4,4,3,3,3,3
145,법인,1.707,8,5,1,3,3,15,11,62021,2,2,서울,마포구,J62021,J,62,620,2004,3,3,,2,4,,,1,,,,,,,,,,,,,,,,,1,3,2,3,,5,,3,,,,,,,,,3,1,,3,,,,,,,,,,,,3,10,2,,,,96,67,163,98,68,166,0,0,0,0,0,0,96,67,163,98,68,166,12,20,122,0,12,166,0,10,88,2,0,1,1,1,2,0,0,2,0,0,2,,,5,3,,2,1,40,42,0,0,0,18,100,21938,23459,18276,18847,3662,4612,44013,47503,1103,1388,248,250,843,950,15,15,30,0,25,15,100,2,,2,,1,331,2,,331,,331,0,0,0,100,0,0,100,0,521,0,0,521,4,,2,2,,,,0,0,0,4,0,4,0,0,0,0,0,0,3,,,3,2,3,3,2,3,3,3,3,3,3,3,4,1,1,3,,10,1,3,2,,,,,,,,,1,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,1,2,2,4,2,,2,,2,,2,,20,25,20,25,20,25,20,25,,,,,,,,,2,7,3,2,3,3,2,3,3,3,3,2,3,3,3,4,5,,1,3,2,2,3,3,4,3,3,3,3,3,3,3,3,3
146,법인,26.255,9,2,1,4,3,14,11,46522,2,2,서울,강서구,G46522,G,46,465,2005,4,4,,2,4,,,1,,,,,,,,,,,,,,,,,1,2,3,3,,5,,4,,,,,,,,,1,1,,2,,,,,,,,,,,,1,10,2,,,,15,2,17,15,2,17,0,0,0,0,0,0,15,2,17,15,2,17,9,4,0,0,4,17,47,29,18,6,0,2,,,,,,,,,,3,,1,3,,2,1,0,59,41,0,0,0,100,3966,4800,2154,2126,1813,2673,4673,4614,768,830,25,34,624,856,0,0,30,70,0,0,100,2,,2,,1,450,2,,450,,450,0,0,0,100,0,0,100,0,317,0,0,317,4,,4,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,2,1,3,3,2,4,3,3,3,3,3,3,3,1,3,1,,10,0,4,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,4,,,,,2,,,,,,,,5,10,,,,,,,,,,,3,8,3,3,4,3,3,2,3,3,3,3,2,3,3,7,,,2,2,2,4,3,3,2,4,3,3,3,3,3,4,3,3
147,법인,69.188,6,1,1,3,3,14,31,13910,1,2,경기,광명시,C13910,C,13,139,2005,3,2,80,2,4,,,1,,,,,,,,,,,,,,,,,1,2,3,2,,7,,1,,,,,,,,,3,1,,2,3,,,,,,,,,,,1,0,2,,,,5,1,6,6,1,7,0,0,0,0,0,0,5,1,6,6,1,7,0,1,3,2,1,7,0,0,100,0,0,2,,,,,,,,,,3,,2,6,,1,2,100,0,0,0,0,0,100,1494,1541,537,487,957,1054,1318,1254,93,98,13,17,101,97,25,0,25,35,15,0,100,2,,2,,1,100,2,,100,,144,0,0,0,69,0,31,100,0,111,0,0,111,4,,2,2,,,,1,0,2,1,0,4,0,0,0,0,0,0,3,,,2,2,3,3,5,3,3,3,3,3,3,3,3,1,1,3,,2,0,4,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,4,2,,,,2,,,,20,25,,,20,25,,,,,,,,,,,7,9,4,4,4,4,3,3,3,3,3,3,3,3,3,5,,,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
148,법인,8.379,7,4,1,3,3,14,11,58221,2,2,서울,영등포구,J58221,J,58,582,2005,3,3,,2,4,,,1,,,,,,,,,,,,,,,,,1,2,3,1,,6,,3,,,,,,,,,3,1,,3,,,,,,,,,,,,1,3,2,,,,27,23,50,28,23,51,1,0,1,2,0,2,28,23,51,30,23,53,27,4,0,22,0,53,0,0,86,14,0,1,4,0,4,0,0,4,0,0,4,,,5,3,,1,2,44,7,0,0,0,49,100,22980,24762,9481,9413,13499,15349,8008,8041,1758,2017,190,240,1466,1910,0,86,14,0,0,0,100,2,,2,,2,,2,,,,480,0,0,0,0,100,0,100,15,517,0,0,532,4,,4,2,,,,4,0,0,0,0,4,0,0,0,0,0,0,3,,,1,2,3,3,3,3,4,3,4,4,3,4,4,2,,2,,1,0,4,,,,,,,,,,,,,,,,,,3,2,,4,,,,,,,,,,,3,4,,,,,2,,,2,,,2,,,1,8,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,1,,,2,,2,,,,,,5,15,15,20,,,,,,,,,,,1,12,3,4,3,3,3,4,4,3,3,3,4,3,4,5,,,2,3,3,3,3,4,4,3,4,2,3,2,3,4,4,4
149,법인,7.3,6,4,1,3,3,13,11,14112,1,2,서울,성북구,C14112,C,14,141,2006,3,3,,2,4,,,1,,,,,,,,,,,,,,,,,2,2,3,3,,5,,3,,,,,,,,,3,1,,1,,,,,,,,,,,,1,2,2,,,,31,19,50,32,18,50,0,0,0,0,0,0,31,19,50,32,18,50,12,3,0,29,6,50,0,0,100,0,0,1,2,2,4,0,1,3,0,0,4,,,7,1,,2,1,0,100,0,0,0,0,100,3796,4053,2690,2717,1106,1336,12104,15057,305,314,105,146,223,230,0,0,0,100,0,0,100,2,,2,,2,,2,,,,250,0,0,0,0,100,0,100,0,900,0,0,900,4,,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,2,3,3,2,4,3,3,4,3,4,4,4,2,,3,,3,0,4,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,9,11,4,4,3,3,4,4,3,4,3,3,4,3,4,4,,,1,3,4,3,3,3,4,3,3,3,3,3,3,3,4,4
150,법인,3.294,7,5,1,4,3,13,11,58222,2,4,서울,영등포구,J58222,J,58,582,2006,4,4,,2,2,,,1,,,,,,,,,,,,,,,,,1,2,3,1,,6,,5,,,,,,,,,3,2,2,1,,,,,,1,,,,,,3,0,2,,,,59,42,101,61,48,109,6,5,11,7,6,13,65,47,112,68,54,122,26,12,0,66,18,122,0,0,100,0,0,2,,,,,,,,,,1,,1,6,,1,2,10,7,0,0,45,37,100,16441,72395,7246,50013,9195,22382,14590,24931,2271,3584,178,326,1897,4336,52,0,22,0,15,11,100,2,,2,,1,250,2,,250,,250,0,0,0,100,0,0,100,0,3899,0,0,3899,4,,1,1,11,13,15,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,2,3,3,2,3,3,4,4,3,4,4,3,2,,3,,2,12,1,2,,,,,,,,,2,5,,,,,,,6,5,,2,1,3,4,,4,4,,,,,,,,,,,1,4,,1,3,,2,,,2,,,2,,,2,1,2,,,,,,,,,,,,,,,,2,2,2,3,2,,,,2,,2,,12,20,,,12,20,12,20,,,,,,,,,4,6,3,3,4,3,3,4,4,3,3,4,4,3,3,4,,,2,3,3,4,3,3,3,3,4,4,3,3,3,4,3,3
151,법인,21.833,8,2,1,2,3,13,11,62010,2,2,서울,금천구,J62010,J,62,620,2006,2,1,,2,4,,,1,,,,,,,,,,,,,,,,,1,4,5,,,6,,4,,,,,,,,,3,1,,2,,,,,,,,,,,,1,20,2,,,,10,5,15,10,4,14,0,0,0,0,0,0,10,5,15,10,4,14,3,3,3,3,2,14,21,7,65,7,0,2,,,,,,,,,,2,,4,6,,2,1,0,60,40,0,0,0,100,1740,1639,961,670,780,969,2112,2182,108,209,15,15,93,189,40,20,30,0,10,0,100,2,,1,100,1,100,2,,200,,200,0,0,0,100,0,0,100,0,143,0,0,143,4,,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,,2,2,5,2,2,4,4,3,4,4,3,3,4,2,,3,,5,0,4,,,,,,,,,,,,,,,,,,7,5,,4,3,,,,3,3,,3,3,,3,3,,,,,2,,,2,,,2,,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,2,2,6,5,2,,2,,2,,,,20,30,15,30,30,30,,,,,,,,,,,11,3,3,3,4,3,3,4,4,3,3,3,3,3,3,7,,,2,3,2,2,2,4,3,3,2,1,2,1,1,1,1,1
152,법인,3.294,7,5,1,3,3,11,11,58222,2,2,서울,영등포구,J58222,J,58,582,2008,3,4,,2,4,,,1,,,,,,,,,,,,,,,,,1,2,3,1,,5,,5,,,,,,,,,3,1,,1,,,,,,,,,,,,1,8,2,,,,94,22,116,94,22,116,1,2,3,1,2,3,95,24,119,95,24,119,10,10,81,0,18,119,16,31,42,9,2,1,2,0,2,0,0,2,0,0,2,,,3,5,,2,1,69,1,0,14,0,16,100,17940,18210,11345,13354,6595,4855,19025,17908,443,-1579,222,319,-103,-1793,60,0,17,0,18,5,100,2,,1,1943,2,,2,,1943,,3886,0,20,0,50,30,0,100,0,2133,0,0,2133,4,,1,1,11,13,15,5,0,0,0,0,5,0,0,0,0,0,0,3,,,3,2,3,3,2,3,3,4,3,4,3,4,4,2,,3,,2,0,1,1,6,,,,,,,,2,3,,,,,,,5,3,,1,,3,4,,,,,,,,,,,,,,1,4,,2,,,2,,,1,12,,2,,,2,2,1,1,,,,,,,,,,,,,,,2,2,4,1,2,,,,2,,2,,21,25,,,21,25,21,25,,,,,,,,,2,6,4,4,3,4,3,4,4,4,3,3,3,3,4,4,,,1,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3
